owner_name,operating_name,permit_number,street,city,state,zip,county,latitude,longitude
ELLENSBURG DISTILLERY LLC,,WA-S-15017,4621 RADER RD SUITE 1,ELLENSBURG,WA,98926,KITTITAS,46.581071300000005,-120.49308306327268
CHALLENGER RIDGE LLC,CHALLENGER RIDGE VINEYARD & CELLARS,WA-S-15019,43095 CHALLENGER RD,CONCRETE,WA,98237,SKAGIT,48.8088084,-122.1996857
MT ST HELENS SPIRITS LLC,MT ST HELENS SPIRITS,WA-S-15022,39704 NE 216TH AVE,AMBOY,WA,98601,CLARK,45.66932945,-122.55362776678717
GERALD D. BOWMAN,BOWMAN ORCHARDS,WA-S-15026,1120 W MARINA DR,MOSES LAKE,WA,98837,GRANT,46.2258998,-119.2322826
"FOUR LAKES CHELAN, LLC",,WA-S-15037,223 HOWARD FLATS RD,CHELAN,WA,98816,CHELAN,48.937238,-119.4375161
"PACIFIC RIM WINEMAKERS, INC.",PACIFIC RIM WINEMAKERS,WA-S-15040,8111 KEENE RD,RICHLAND,WA,99353,BENTON,46.2258998,-119.2322826
"ROCKRIDGE ENTERPRISES, L.L.C.",ROCKRIDGE ENTERPRISES,WA-S-15041,41127 212TH AVE,ENUMCLAW,WA,98022,KING,47.1997909,-121.9852091
"BLUE DOG, LLC",SIDETRACK DISTILLERY,WA-S-15043,27010 78TH AVE,KENT,WA,98032,KING,47.3812818,-122.2389407
"SUN LIQUOR MFG, INC.",SUN LIQUOR MFG,WA-S-15047,17425 68TH AVE NE,KENMORE,WA,98028,KING,47.7287111,-122.2432431
BLACK SAM INC,SYLVIA CREEK DISTILLERY,WA-S-15049,430 S 1ST,MONTESANO,WA,98563,GRAYS HARBOR,47.0365017,-122.9047626
FREMONT MISCHIEF INC.,,WA-S-15050,132 N CANAL ST,SEATTLE,WA,98103,KING,47.6128674,-122.3365807
WHIDBEY ISLAND DISTILLERIES LLC,WHIDBEY ISLAND DISTILLERY,WA-S-15051,3466 CRAW RD,LANGLEY,WA,98260,ISLAND,47.917168700000005,-122.23595039691268
GOLDEN NORTHWEST DISTILLERY,,WA-S-15055,9746 SAMISH ISLAND RD,BOW,WA,98232,SKAGIT,48.7330088,-122.466372
J.P. TRODDEN DISTILLING L.L.C.,J.P. TRODDEN DISTILLING,WA-S-15057,9206 SE 200TH ST BLDG A,SNOHOMISH,WA,98296,SNOHOMISH,47.917168700000005,-122.23595039691268
"GINKGO FOREST WINERY, LLC",GINKGO DISTILLERY,WA-S-15059,22561 ROAD T 7,MATTAWA,WA,99349,GRANT,46.57444649999999,-120.49055653517823
"SAN JUAN ISLAND DISTILLERY, LLC",,WA-S-15060,12 ANDERSON LN,FRIDAY HARBOR,WA,98250,SAN JUAN,48.84782165,-122.61036105978363
KAYAK SPIRITS DISTILLERY LLC,MUTINY BAY DISTILLERY,WA-S-15062,5490 CAMERON RD,FREELAND,WA,98249,ISLAND,47.917168700000005,-122.23595039691268
HUTCH HANDMADE SPIRITS INC.,,WA-S-15067,2320 E CHERRY #4,SEATTLE,WA,98122,KING,47.6128674,-122.3365807
CARBON GLACIER DISTILLERY LLC,,WA-S-15070,533 CHURCH ST,WILKESON,WA,98396,PIERCE,47.1997909,-121.9852091
THE HARDWARE DISTILLERY CO.,,WA-S-15077,24210 N HWY 101,HOODSPORT,WA,98548,MASON,47.0365017,-122.9047626
"CULTUS BAY DISTILLERY, LLC",CULTUS BAY DISTILLERY,WA-S-15087,8311 SANDY HOOK DR,CLINTON,WA,98236,ISLAND,47.937666,-122.2669602
GRIZZLY PIKE LLC,,WA-S-20006,5840 AIRPORT WAY S STE 211,SEATTLE,WA,98108,KING,47.6128674,-122.3365807
AQUAVITAE LLC,THE RED DOOR DISTILLERY,WA-S-20009,5626 EVERGREEN WAY STE 2,EVERETT,WA,98203,USA,47.9209806,-122.22812596144578
BLUEWATER DISTILLING LLC,BLUEWATER,WA-S-20013,1205 CRAFTSMAN WAY STE 109,EVERETT,WA,98201,SNOHOMISH,47.9772042,-122.2081149
VANCOUVER DISTILLERY WORKS LLC,,WA-S-20014,12401 NE 60TH WAY UNIT A7,VANCOUVER,WA,98682,CLARK,45.66932945,-122.55362776678717
"2 BAR, LLC",,WA-S-20015,"2960 4TH AVE., S. UNIT 106",SEATTLE,WA,98134,KING,47.6128674,-122.3365807
"BROVO SPIRITS, LLC",BROVO SPIRITS,WA-S-20020,18808 NE 142ND AVE STE 3A & 3B,WOODINVILLE,WA,98072,KING,47.6768496,-122.1273099
EVANSON HANDCRAFTED DISTILLING LLC,EVANSON HANDCRAFTED DISTILLING,WA-S-20026,1620 E HOUSTON AVE STE 600,SPOKANE,WA,99217,SPOKANE,47.7468334,-117.39658767297351
"FOUR FREEDOMS LIQUOR COMPANY, LLC.",OLD BALLARD LIQUOR COMPANY,WA-S-20031,4421 SHILSHOLE AVE NW,SEATTLE,WA,98107,,47.6128674,-122.3365807
SKYLINE SPIRITS & WINE WORKS COMPANY,BLACK HERON SPIRITS,WA-S-20034,8011 KEENE RD,WEST RICHLAND,WA,99353,BENTON,46.2258998,-119.2322826
SCOTT GALE LAJOYE,LAJOYE CELLARS,WA-S-20036,"3810 AUBURN WAY, N STE 404",AUBURN,WA,98002,KING,47.300299100000004,-122.2455935545311
SCHNAPSLEICHE LLC,,WA-S-20044,"19151 144TH AVE, NE SPACE H",WOODINVILE,WA,98072,USA,47.6768496,-122.1273099
SEASPIRITS LLC,,WA-S-20045,"16110 WOODINVILLE REDMOND RD, NE STE 3 & 4",WOODINVILLE,WA,98072,,47.6768496,-122.1273099
TOOTALL SOLUTIONS LLC,SPURGEON CREEK DISTILLERY,WA-S-20046,5238 BOSTON HARBOR RD NE,OLYMPIA,WA,98506,THURSTON,47.0365017,-122.9047626
GLACIER PEAK INC.,,WA-S-20047,58575 STATE ROUTE 20 BLDG B,ROCKPORT,WA,98283,SKAGIT,48.8088084,-122.1996857
AMBER WAVES DISTILLING COMPANY LLC,AMBER WAVES DISTILLING COMPANY,WA-S-20049,301 1/2 7TH ST BLDG 1,DAVENPORT,WA,99122,,47.62583145,-117.50098606686953
SKUNK BROTHERS SPIRITS INC.,SKUNK BROTHERS SPIRITS,WA-S-20051,40 SW CASCADE AVE STE 45,STEVENSON,WA,98648,SKAMANIA,45.66932945,-122.55362776678717
RONALD J BERGMAN & LESLIE J BERGMAN,SPRING LAKES FARM,WA-S-20052,237477 W HIGHWAY 101,PORT ANGELES,WA,98363,CLALLAM,47.0365017,-122.9047626
"BAD DOG DISTILLERY, LLC",BAD DOG DISTILLERY,WA-S-20054,19109 NE 63 AVE NE STE 1A,ARLINGTON,WA,98223,SNOHOMISH,48.1541953,-122.1880551
ORCAS ISLAND DISTILLERY LLC,ORCAS ISLAND DISTILLERY,WA-S-20057,58 C RUSTIC HOMESTEAD LN BLDG,ORCAS,WA,98280,SAN JUAN,48.84782165,-122.61036105978363
"SALISH SEA ORGANIC LIQUEURS LIMITED PARTNERSHIP, AEGIR, INC. GENERAL PARTNER",,WA-S-20059,"2641 WILLAMETTE DR., NE STE D",LACEY,WA,98516,THURSTON,47.0365017,-122.9047626
"HERITAGE DISTILLING COMPANY, INC.","HERITAGE DISTILLING COMPANY, INC.",WA-S-20004,9668 BUJACICH RD,GIG HARBOR,WA,98332,,47.0365017,-122.9047626
SEATTLE DISTILLING COMPANY,SEATTLE DISTILLING COMPANY,WA-S-20007,19429 VASHON HWY SW,VASHON,WA,98070,KING,47.31766,-122.315106
"BELLEWOOD ACRES, INC",BELLEWOOD DISTILLING,WA-S-20008,6140 GUIDE MERIDIAN DR,LYNDEN,WA,98264,WHATCOM,48.791185,-122.4953603
DECEPTION DISTILLING LLC,DECEPTION DISTILLING,WA-S-20010,9946 PADILLA HEIGHTS RD,ANACORTES,WA,98221,,48.7330088,-122.466372
"CHUCKANUT BAY DISTILLERY, INC.",,WA-S-20011,1311 CORNWALL AVE,BELLINGHAM,WA,98225,WHATCOM,48.7943531,-122.4864989
"WAHLUKE WINE COMPANY, INC.",,WA-S-20016,"23934 T.1 RD., SW",MATTAWA,WA,99349,GRANT,46.57444649999999,-120.49055653517823
"KARMA VENTURES, LLC",KARMA VINEYARDS,WA-S-20017,14771 SHAMEL ST,ENTIAT,WA,98822,CHELAN,46.581071300000005,-120.49308306327268
BELLWETHER YARD LLC,BELLWETHER YARD,WA-S-20018,309 S ADAMS ST,HOQUIAM,WA,98550,GRAYS HARBOR,47.0365017,-122.9047626
KEVIN WILLIAM MILFORD,SWEDE HILL DISTILLING,WA-S-20022,12402 OCCIDENTAL RD,YAKIMA,WA,98903,YAKIMA,46.581071300000005,-120.49308306327268
BARBARIAN BEVERAGE L.L.C.,MT. INDEX BREWERY AND DISTILLERY,WA-S-20027,49315 STATE ROUTE 2,INDEX,WA,98256,SNOHOMISH,47.6727532,-122.1213094
BIG DERBY DISTILLING COMPANY,COPPERWORKS DISTILLING COMPANY,WA-S-20028,1250 ALASKAN WAY,SEATTLE,WA,98101,KING,47.6128674,-122.3365807
"21 WINDOW DISTILLERY, LLC",21 WINDOW DISTILLERY,WA-S-20032,204 S KOREN RD STE 100,SPOKANE VALLEY,WA,99212,SPOKANE,47.6099669,-117.365167
"2 LOONS DISTILLERY, LLC",2 LOONS DISTILLERY,WA-S-20033,3950 3RD AVE,LOON LAKE,WA,99148,STEVENS,47.7465317,-117.4012649
"LAKE SPOKANE DEVELOPMENT, INC.",2ND STREET DISTILLING COMPANY,WA-S-20035,12 N 2ND AVE,WALLA WALLA,WA,99362,BENTON,46.0480961,-118.35216456947175
"DOMINION DISTILLERY, LLC",DOMINION DISTILLERY,WA-S-20037,116 N MAIN ST,COLVILLE,WA,99141,,47.7465317,-117.4012649
"ADMIRALTY DISTILLERS, INC.",,WA-S-20038,820 LAKE ST,PORT TOWNSEND,WA,98368,JEFFERSON,47.937666,-122.2669602
"TINBENDER CRAFT DISTILLERY, LLC",TINBENDER CRAFT DISTILLERY,WA-S-20040,32 W 2ND AVE STE 400,SPOKANE,WA,99201,SPOKANE,47.7465317,-117.4012649
"ZZAPHORIA SPIRITS, LLC",ZZAPHORIA SPIRITS,WA-S-20041,15613 -A PETERSON RD,BURLINGTON,WA,98233,SKAGIT,48.7330088,-122.466372
PIN UP DISTILLERY LLC,PIN UP DISTILLERY LLC,WA-S-20048,152 WALLACE RD,WOODLAND,WA,98674,COWLITZ,45.6853674,-122.6010192
"TROY STRONG, INC.",,WA-S-20053,2120 GRANT ST UNIT 6,BELLINGHAM,WA,98225,,48.7943531,-122.4864989
"WAWHO DOT COM, INC.",BLACKFISH SPIRITS DISTILLERY,WA-S-20055,420 37TH ST NW STE A,AUBURN,WA,98001,KING,47.300299100000004,-122.2455935545311
WHISKEY GAP DISTILLERY LLC,WHISKEY GAP DISTILLERY,WA-S-20060,213 W MAIN AVE STE A,RITZVILLE,WA,99169,ADAMS,46.0480961,-118.35216456947175
"SPIRITS OF WASHINGTON, LLC",SANDSTONE DISTILLERY,WA-S-20061,"842 WRIGHT RD, SE",TENINO,WA,98589,THURSTON,47.0365017,-122.9047626
"SOLAR SPIRITS, LLC",,WA-S-20062,2409 ROBERTSON DR,RICHLAND,WA,99354,,46.2258998,-119.2322826
SKYBOUND SPIRITS LLC,,WA-S-20070,945 ELLIOTT AVE. W STE 202,SEATTLE,WA,98119,,47.6128674,-122.3365807
"CEJ, LLC",WILDWOOD SPIRITS CO.,WA-S-20071,19116 BEARDLSEE BLVD STE 102,BOTHELL,WA,98011,KING,47.7384448,-122.2910007
"KISS LIQUEURS, INC.",KISS LIQUEURS,WA-S-20077,30741 THIRD AVE BLDG 150,BLACK DIAMOND,WA,98010,KING,47.300299100000004,-122.2455935545311
"NIGHTSIDE DISTILLERY, LLC",,WA-S-20085,2908 MERIDIAN AVE E STE 116,EDGEWOOD,WA,98371,PIERCE,47.31766,-122.315106
MASTROGIANNIS DISTILLERY LLC,MASTROGIANNIS DISTILLERY,WA-S-20089,8016 DURANGO ST SW UNIT B10,LAKEWOOD,WA,98499,PIERCE,47.166272649999996,-122.50822247821303
"SHOT IN THE DARK CRAFT DISTILLERY, LLC",HETTERLEY'S XXX DISTILLED SPIRITS,WA-S-20092,202 A ST,WALLA WALLA,WA,99362,WALLA WALLA,46.0480961,-118.35216456947175
"BLACK MAGIC BEVERAGES, LLC",,WA-S-20097,13749 MIDVALE AVE N STE 2,SEATTLE,WA,98133,KING,47.7384448,-122.2910007
WHISKEY TREE DISTILLING LLC,WHISKEY TREE DISTILLING,WA-S-20101,1162 WIND RIVER HWY STE C,CARSON,WA,98610,SKAMANIA,45.66932945,-122.55362776678717
THE WESTLAND DISTILLERY COMPANY LIMITED,,WA-S-20102,2931 1ST AVE S STE B,SEATTLE,WA,98134,,47.6128674,-122.3365807
"JOSE MIGUEL PURO, LLC",THE DISTILLARIUM,WA-S-20105,2305 INDUSTRY LN UNIT B & J,YAKIMA,WA,98901,YAKIMA,46.57444649999999,-120.49055653517823
ADRIFT DISTILLERS INC.,ADRIFT DISTILLERS,WA-S-20106,409 SID SNYDER DR BLDG 3,LONG BEACH,WA,98631,,47.0365017,-122.9047626
"HIGHSIDE DISTILLING, LLC",,WA-S-20115,"8895 THREE TREE LN NE UNIT 9, 10, 11",BAINBRIDGE ISLAND,WA,98110,KITSAP,47.6128674,-122.3365807
"WHEELHOUSE DISTILLERY, LLC",WHEELHOUSE DISTILLERY,WA-S-20116,9116 S MARCHS PT RD UNIT D-170,ANACORTES,WA,98211,SKAGIT,18.2523479,120.6103204
THREE MONKS DISTILLERY LLC,THREE MONKS DISTILLERY,WA-S-20118,16725 140TH AVE NE UNIT C,WOODINVILLE,WA,98072,KING,47.6768496,-122.1273099
BALLARD SPIRITS LLC,,WA-S-20064,4203 23RD AVE W,SEATTLE,WA,98199,KING,47.6128674,-122.3365807
DW DISTILLING LLC,DW DISTILLING,WA-S-20066,360 B ST,WALLA WALLA,WA,98362,,47.0365017,-122.9047626
LONGBOAT TRADING LLC,PORT ANGELES DISTILLING COMPANY,WA-S-20072,127 E FIRST ST STE 4W,PORT ANGELES,WA,98362,CLALLAM,47.0365017,-122.9047626
SCRATCH DISTILLERY LLC,SCRATCH DISTILLERY,WA-S-20073,190 SUNSET AVE S STE A,EDMONDS,WA,98020,SNOHOMISH,47.784472,-122.3434968
SAVAGE BOAR INC.,SAVAGE BOAR SPIRITS,WA-S-20075,11902 W 21ST AVE,AIRWAY HEIGHTS,WA,99201,SPOKANE,47.7465317,-117.4012649
SCENIC ACRES ORCHARD LLC,,WA-S-20076,11901 ZIER RD,YAKIMA,WA,98908,YAKIMA,46.581071300000005,-120.49308306327268
"CHAMBERS BAY DISTILLERY, LLC",CHAMBERS BAY DISTILLERY,WA-S-20079,"2013 70TH AVE, W",UNIVERSITY PLACE,WA,98466,PIERCE,47.2231372,-122.53876888563003
TEMPLE DISTILLING COMPANY,TEMPLE DISTILLING,WA-S-20080,19231 36TH AVE W STE F,LYNNWOOD,WA,98036,UNITED STATES,47.8266771,-122.272158
MAPLE FALLS LIQUOR INC,LENDA SPIRITS,WA-S-20081,377 W 2ND ST,SUMAS,WA,98295,WHATCOM,48.8088084,-122.1996857
"COWLITZ RIVER DISTILLERY, LLC",,WA-S-20082,"703 15 JACKSON HWY, S",TOLEDO,WA,98591,LEWIS,47.0365017,-122.9047626
"DISTILLERS WAY, LLC",,WA-S-20086,5235 INDUSTRIAL PL,FERNDALE,WA,98248,WHATCOM,48.84782165,-122.61036105978363
HOUGHTON SPRINGS DISTILLING LLC,,WA-S-20087,2309 HOUGHTON RD,ZILLAH,WA,98953,YAKIMA,46.57444649999999,-120.49055653517823
"CASCADIA DISTILLING, LLC",CASCADIA DISTILLING,WA-S-20088,1600 KENTUCKY ST STE C2,BELLINGHAM,WA,98229,WHATCOM,48.7330088,-122.466372
SAHALEE LIQUOR COMPANY INC.,DIAZ BEVERAGE COMPANY,WA-S-20091,18009 NE 76TH ST STE 103,REDMOND,WA,98052,KING,47.6768496,-122.1273099
"DARIUSH DISTILLING, LLC",REDTIESPIRITS,WA-S-20093,131 S APPLE BLOSSOM DR,CHELAN,WA,98816,CHELAN,48.937238,-119.4375161
"SILVER SPUR SPIRITS, LLC",,WA-S-20094,21830 YEAGER RD BLDG B,MONROE,WA,98272,SNOHOMISH,47.917168700000005,-122.23595039691268
"STOCK TWENTY-ONE, LLC",,WA-S-20095,474 GRANT RD,EAST WENATCHEE,WA,98802,DOUGLAS,46.581071300000005,-120.49308306327268
"WHITE RIVER DISTILLERS, LLC",PURSUIT DISTILLING CO.,WA-S-20098,2321 COLE ST STE 102,ENUMCLAW,WA,98022,KING,47.1997909,-121.9852091
CENTENNIAL SPIRITS LLC,,WA-S-20099,15823 OK MILL RD,SNOHOMISH,WA,98290,SNOHOMISH,47.917168700000005,-122.23595039691268
"BERLE W. FIGGINS, JR",XO ALAMBIC,WA-S-20100,700 ARTISAN WAY STE J,DAYTON,WA,99328,COLUMBIA,46.0480961,-118.35216456947175
"DUVALL DISTILLERY, LLC",DUVALL DISTILLERY,WA-S-20103,15922 MAIN ST,DUVALL,WA,98019,KING,47.6727532,-122.1213094
"HOOD RIVER DISTILLERS, INC.",CAPTIVE SPIRITS,WA-S-20104,1138 W EWING ST STE C,SEATTLE,WA,98119,KING,47.6128674,-122.3365807
MICHAEL R. CAUDILL,CAUDILL DISTILLERY,WA-S-20109,125 MOTOR AVE,PORT ANGELES,WA,98362,CLALLAM,47.0365017,-122.9047626
PRECEPT BRANDS LLC,BROWNE FAMILY SPIRITS,WA-S-20110,714 N LEE ST,SPOKANE,WA,99202,SPOKANE,47.6099669,-117.365167
"CASH BUTTE DISTILLERY, LLC",,WA-S-20111,13321 ROAD I SW,ROYAL CITY,WA,99357,GRANT,46.2258998,-119.2322826
"TAPENADE, INC.",WILRIDGE DISTILLERY,WA-S-20114,2830 NACHES HEIGHTS RD,YAKIMA,WA,98908,,46.581071300000005,-120.49308306327268
PROBABLY SHOULDN'T DISTILLERY LLC,PROBABLY SHOULDN'T DISTILLERY,WA-S-20119,3595 BRECKENRIDGE RD,EVERSON,WA,98247,,48.8088084,-122.1996857
"OOMRANG, INC.",OOMRANG,WA-S-20120,31129 PIONEER HWY,STANWOOD,WA,98292,SNOHOMISH,48.1506542,-122.190387
COPPER JACKET DISTILLERS LLC,,WA-S-20122,824 E 8TH ST STE D,PORT ANGELES,WA,98362,CLALLAM,47.0365017,-122.9047626
"JAMES BAY DISTILLERS, LTD.",,WA-S-20124,3101 111TH ST SW STE B,EVERETT,WA,98204,SNOHOMISH,47.917168700000005,-122.23595039691268
MAI BROTHERS INC,ALPHABET VODKA,WA-S-20126,5219 4TH AVENUE S,SEATTLE,WA,98108,KING,47.6128674,-122.3365807
"CEDAR RAIN SPIRITS, LLC","CEDAR RAIN SPIRITS, LLC",WA-S-20132,710 ARTISAN WAY UNIT 4,DAYTON,WA,99328,UNITED STATE OF AMERICA,46.0480961,-118.35216456947175
NEVERMIND DISTILLERY LLC,,WA-S-20133,230 RUSTIC HOMESTEAD LN,EASTSOUND,WA,98245,SAN JUAN,48.84782165,-122.61036105978363
"QUARTZ MOUNTAIN DISTILLERS, INC",QUARTZ MOUNTAIN DISTILLERS,WA-S-20134,4601 NE 78TH ST STE 210-220,VANCOUVER,WA,98665,CLARK,45.6853674,-122.6010192
COLUMBIA MANUFACTURING & TECHNOLOGY CENTER LLC,REDIVIVA DISTILLING,WA-S-20135,3333 INDEX ST,WASHOUGAL,WA,98671,CLARK,45.66932945,-122.55362776678717
LIQUID BEVERAGES LLC,UNICORN DISTILLERY,WA-S-20143,920 S HOLGATE ST UNIT 108,SEATTLE,WA,98134,KING,47.6128674,-122.3365807
SHAWNEE HILL FARM LLC,SHAWNEE HILL FARM,WA-S-20147,24725 WAX ORCHARD RD SW,VASHON,WA,98070,,47.31766,-122.315106
LAWRENCE CRONIN,MOUNTAIN MEADOW DISTILLERY,WA-S-20150,6716 E BIG MEADOWS RD BLDG 1,CHATTAROY,WA,99003,SPOKANE,47.6558471,-117.1978515
COPPER CAT LLC,,WA-S-20151,19151 144TH AVE NE STE H,WOODINVILLE,WA,98072,KING,47.6768496,-122.1273099
"SKALITUDE POLLINATOR SANCTUARY, INC.",SPIRIT OF THE HIVE,WA-S-20152,1319 E METHOW VALLEY HWY UNIT B,TWISP,WA,98856,OKANOGAN,48.937238,-119.4375161
CONFEDERATED TRIBES OF THE CHEHALIS RESERVATION,TALKING CEDAR DISTILLERY,WA-S-20153,19770 SARGENT RD SW UNIT A,GRAND MOUND,WA,98579,LEWIS,47.0365017,-122.9047626
"LODGEPOLE DISTILLING, LLC",,WA-S-20157,7356 35TH AVE SW STE 200,SEATTLE,WA,98126,KING,47.6128674,-122.3365807
"PERCIVAL CREEK DISTILLING, LLC",PERCIVAL CREEK DISTILLING,WA-S-20160,4200 CAPITOL BLVD SE STE 100,TUMWATER,WA,98501,THURSTON,47.0365017,-122.9047626
"SEATTLE CAFE, INC.",NORTHWEST SPIRITS,WA-S-20169,15029 WOODINVILLE REDMOND RD NE STE 102,WOODINVILLE,WA,98027,KING,47.3577499,-122.110737
THE WESTLAND DISTILLERY COMPANY LIMITED,WESTLAND,WA-S-20170,11281 JENSEN LN,BURLINGTON,WA,98233,SKAGIT,48.7330088,-122.466372
ELK HEIGHTS DISTILLERY LLC,ELK HEIGHTS DISTILLERY,WA-S-20171,1911 W DOLARWAY UNIT 1-3,ELLENSBURG,WA,98926,,46.581071300000005,-120.49308306327268
TACOMA IMPROVEMENT CLUB LLC,RARE CANE LTD,WA-S-20173,2205 70TH AVE W UNIT # 06,UNIVERSITY PLACE,WA,98466,PIERCE,47.2231372,-122.53876888563003
"ASTRAEA, LLC",ASTRAEA SPIRITS,WA-S-20178,18730 142ND AVE NE BLDG C,WOODINVILLE,WA,98072,,47.6768496,-122.1273099
BATTLE CREST DISTILLARY LLC,BATTLE CREST DISTILLARY,WA-S-20128,27100 NE 90TH AVE,BATTLE GROUND,WA,98604,CLARK,45.6853674,-122.6010192
STILL VALLEY SPIRITS LLC,,WA-S-20129,12323 STATE ROUTE162 E,PUYALLUP,WA,98374,PIERCE,47.155460250000004,-122.36200248079116
ALEXANDRIA NICOLE CELLARS L.L.C.,,WA-S-20130,158422 SONOVA RD,PROSSER,WA,99350,BENTON,46.2258998,-119.2322826
CASH EDWARD KRAMER,COYOTE DISTILLERY,WA-S-20131,22908 E HENRY RD,LIBERTY LAKE,WA,99019,SPOKANE,47.6558471,-117.1978515
"WESTPORT WINERY, INC.",OCEAN'S DAUGHTER DISTILLERY,WA-S-20136,1 S ARBOR RD,ABERDEEN,WA,98520,,47.0365017,-122.9047626
"KING DISTILLERY, LLC.",,WA-S-20138,517 N GOLD ST,CENTRALIA,WA,98531,,47.0365017,-122.9047626
BRON-YR-AUR INVESTMENTS CORP.,OAK CREEK BREWSTILLERY,WA-S-20142,10160 S. NACHES RD,NACHES,WA,98937,YAKIMA,46.581071300000005,-120.49308306327268
THE NOEL CORPORATION,NOEL CANNING,WA-S-20144,1011 S THIRD ST,YAKIMA,WA,98901,YAKIMA,46.57444649999999,-120.49055653517823
"ROZA HILLS VINEYARDS, LLC",GRAPEWORKS DISTILLING,WA-S-20145,2020 VINTAGE RD,ZILLAH,WA,98953,YAKIMA,46.57444649999999,-120.49055653517823
TERRAMAR LLC,TERRAMAR,WA-S-20146,5712 GILKEY AVE,EDISON,WA,98232,SKAGIT,48.7330088,-122.466372
FOURMAN LLC,TRADESMEN DISTILLERY,WA-S-20149,1 37TH ST NW UNIT A,AUBURN,WA,98001,KING,47.300299100000004,-122.2455935545311
ODELO LLC,,WA-S-20154,38 ORCUTT LN,LOPEZ ISLAND,WA,98261,SAN JUAN,48.84782165,-122.61036105978363
"SKIP ROCK DISTILLERS, INC",SKIP ROCK DISTILLERS,WA-S-20155,104 AVE C,SNOHOMISH,WA,98290,SNOHOMISH,47.917168700000005,-122.23595039691268
ROASTPANO BEYOND LLC,KELNERO BEYOND,WA-S-20156,545 MAIN ST STE B,EDMONDS,WA,98020,SNOHOMISH,47.784472,-122.3434968
"HERITAGE DISTILLING COMPANY, INC.",HERITAGE DISTILLING COMPANY,WA-S-20161,4200 SE CAPITOL BLVD,TUMWATER,WA,98502,THURSTON,47.0365017,-122.9047626
SENNZAFINNE LIBATIONS LLC,SENNZAFINNE LIBATIONS LLC,WA-S-20162,700 NW 42ND ST STE 114,SEATTLE,WA,98107,KING,47.6128674,-122.3365807
JK DISTILLING LLC,WOHLFERT CRAFT DISTILLING,WA-S-20163,17326 SNOHOMISH AVE,SNOHOMISH,WA,98296,,47.917168700000005,-122.23595039691268
"MANSON DISTILLERY, LLC",MANSON DISTILLING,WA-S-20166,105 LLOYD RD,MANSON,WA,98831,CHELAN,48.937238,-119.4375161
MOSES LAKE DISTILLERY LLC,,WA-S-20167,1096 ROAD L.4 SE UNIT B9,MOSES LAKE,WA,98837,GRANT,46.2258998,-119.2322826
WISE FOOL SPIRITS LLC,WISE FOOL SPIRITS,WA-S-20168,826 NW 49TH ST,SEATTLE,WA,98107,,47.6128674,-122.3365807
"CHURCH MOUNTAIN DISTILLERY, LLC",,WA-S-20172,9946 MT BAKER HWY,DEMING,WA,98244,WHATCOM,48.8088084,-122.1996857
"DWINELL, LLC",DWINELL COUNTRY ALES,WA-S-20174,206 W BROADWAY ST,GOLDENDALE,WA,98620,KLICKITAT,46.57444649999999,-120.49055653517823
SPEED SHIFT DISTILLERY LLC,,WA-S-20175,6109 NEEVEL,FERNDALE,WA,98248,,48.84782165,-122.61036105978363
"GOOSE RIDGE, LLC",GR DISTILLERY,WA-S-20177,63615 E JACOBS RD,BENTON CITY,WA,99320,BENTON,46.2258998,-119.2322826
SPECIALTY COFFEE LLC,SOS COLDBREW,WA-S-20179,9130 15TH PL S STE F,SEATTLE,WA,98418,KING,47.0365017,-122.9047626
"FAIRWINDS WINERY, INCORPORATED",PORT TOWNSEND DISTILLING,WA-S-20180,1924 HASTINGS AVE W,PORT TOWNSEND,WA,98368,JEFFERSON,47.937666,-122.2669602
PLEASANT HILL DISTILLERY,PLEASANT HILL DISTILLERY,WA-S-20182,223 FLATT RD,KELSO,WA,98626,COWLITZ,47.0365017,-122.9047626
FAST PENNY SPIRITS INC,FAST PENNY SPIRITS,WA-S-20184,1138 W EWING ST STE B,SEATTLE,WA,98119,KING,47.6128674,-122.3365807
STE. MICHELLE WINE ESTATES LLC,,WA-S-20189,"STATE ROUTE 14, 10 MILES WEST OF PATERSO",PATERSON,WA,99345,,46.2258998,-119.2322826
STE. MICHELLE WINE ESTATES LLC,,WA-S-20190,ROUTE 221 ONE MILE NORTH OF PATERSON,PATERSON,WA,99345,,46.2258998,-119.2322826
BIG COUNTRY DISTILLERY LLC,BIG COUNTRY DISTILLERY,WA-S-20194,2762 PEACE PORTAL DR UNIT E 118,BLAINE,WA,98230,WHATCOM,48.84782165,-122.61036105978363
"LINEAGE DISTILLERY, LLC",THE DECANTED LIBRARY,WA-S-20199,9723 COPPERTOP LOOP NE STE 201,BAINBRIDGE ISLAND,WA,98110,KITSAP,47.6128674,-122.3365807
MR. E'S DISTILLING LLC,MR. E'S,WA-S-20201,1096 ROAD L.4 SE UNIT B12,MOSES LAKE,WA,98837,GRANT,46.2258998,-119.2322826
SAHALEE LIQUOR COMPANY WA LLC,,WA-S-20205,4020 HARRISON AVE BLDG B,CENTRALIA,WA,98531,LEWIS,47.0365017,-122.9047626
GYTE RYTE ENTERTAINMENT LLC,GYTE RYTE DISTILLERY,WA-S-20206,309 S CLOVERDALE ST STE C35,SEATTLE,WA,98108,KING,47.6128674,-122.3365807
"MADRONA DISTILLING, LLC",MADRONA DISTILLERY,WA-S-20218,17725 NE 65TH ST STE B250,REDMOND,WA,98052,KING,47.6768496,-122.1273099
